id,age_range,country
5764,45-54,SE
5765,35-44,US
5766,18-24,DE
5767,35-44,AR
5768,25-34,FR
5769,65+,CA
5770,18-24,TR
5771,35-44,DE
5772,25-34,KR
5773,65+,BR
5774,25-34,KR
5775,65+,KR
5776,55-64,EG
5777,25-34,NL
5778,45-54,NL
5779,65+,TR
5780,25-34,MX
5781,25-34,US
5782,35-44,JP
5783,25-34,NL
5784,<18,DE
5785,18-24,CN
5786,25-34,IN
5787,25-34,IT
5788,18-24,CN
5789,55-64,CL
5790,45-54,NG
5791,18-24,NG
5792,35-44,AU
5793,35-44,US
5794,65+,BR
5795,<18,IN
5796,25-34,TR
5797,55-64,GB
5798,55-64,IN
5799,45-54,AR
5800,45-54,NL
5801,18-24,AR
5802,25-34,NG
5803,18-24,AU
5804,18-24,IT
5805,45-54,AU
5806,18-24,CN
5807,25-34,TR
5808,55-64,ES
5809,18-24,IT
5810,65+,IN
5811,65+,AR
5812,35-44,IN
5813,18-24,CN
5814,25-34,CO
5815,25-34,MX
5816,25-34,BR
5817,25-34,EG
5818,65+,US
5819,18-24,MX
5820,45-54,BR
5821,<18,KR
5822,35-44,TR
5823,55-64,GB
5824,25-34,NG
5825,18-24,US
5826,35-44,EG
5827,45-54,NG
5828,35-44,PT
5829,25-34,ZA
5830,25-34,US
5831,65+,FR
5832,55-64,US
5833,25-34,MX
5834,55-64,EG
5835,25-34,CA
5836,25-34,FR
5837,18-24,BR
5838,25-34,CL
5839,35-44,CN
5840,<18,SE
5841,25-34,AR
5842,45-54,CO
5843,35-44,FR
5844,35-44,NL
5845,55-64,AU
5846,<18,NG
5847,35-44,BR
5848,45-54,DE
5849,35-44,AR
5850,25-34,MX
5851,18-24,DE
5852,55-64,MX
5853,25-34,CA
5854,55-64,AU
5855,35-44,ES
5856,35-44,JP
5857,45-54,AU
5858,35-44,TR
5859,25-34,EG
5860,25-34,ES
5861,45-54,US
5862,25-34,EG
5863,25-34,TR
5864,18-24,NL
5865,55-64,NG
5866,18-24,EG
5867,35-44,DE
5868,25-34,RU
5869,25-34,TR
5870,35-44,CO
5871,18-24,NG
5872,35-44,TR
5873,45-54,NG
5874,45-54,PT
5875,18-24,MX
5876,55-64,JP
5877,35-44,ZA
5878,55-64,PT
5879,25-34,CL
5880,35-44,CN
5881,55-64,TR
5882,55-64,NL
5883,25-34,IN
5884,25-34,ES
5885,25-34,SE
5886,25-34,JP
5887,25-34,CL
5888,25-34,CN
5889,55-64,MX
5890,18-24,CL
5891,35-44,US
5892,18-24,CN
5893,25-34,FR
5894,18-24,ES
5895,25-34,US
5896,45-54,IT
5897,55-64,DE
5898,18-24,CA
5899,25-34,JP
5900,25-34,ES
5901,55-64,SE
5902,45-54,IN
5903,25-34,NG
5904,35-44,CN
5905,55-64,TR
5906,<18,DE
5907,25-34,CA
5908,55-64,CO
5909,45-54,GB
5910,35-44,US
5911,35-44,MX
5912,25-34,US
5913,35-44,AR
5914,35-44,SE
5915,25-34,CA
5916,45-54,FR
5917,55-64,JP
5918,18-24,CN
5919,25-34,CA
5920,25-34,CL
5921,35-44,CL
5922,25-34,NL
5923,35-44,CL
5924,55-64,AU
5925,25-34,AU
5926,55-64,TR
5927,65+,IT
5928,18-24,TR
5929,18-24,FR
5930,65+,NG
5931,65+,IT
5932,18-24,NG
5933,<18,AU
5934,18-24,AU
5935,65+,SE
5936,18-24,EG
5937,25-34,NL
5938,55-64,CL
5939,<18,JP
5940,35-44,ES
5941,25-34,NG
5942,55-64,AR
5943,25-34,ZA
5944,35-44,MX
5945,35-44,ES
5946,18-24,US
5947,<18,BR
5948,25-34,RU
5949,25-34,JP
5950,45-54,DE
5951,45-54,FR
5952,25-34,JP
5953,35-44,MX
5954,35-44,AU
5955,45-54,IN
5956,25-34,BR
5957,25-34,NG
5958,25-34,NL
5959,35-44,AU
5960,25-34,NG
5961,25-34,GB
5962,18-24,ZA
5963,45-54,FR
5964,18-24,GB
5965,18-24,PT
5966,25-34,FR
5967,18-24,AR
5968,35-44,CO
5969,25-34,IT
5970,25-34,MX
5971,35-44,PT
5972,18-24,FR
5973,18-24,PT
5974,55-64,AR
5975,25-34,JP
5976,25-34,ZA
5977,<18,KR
5978,25-34,CO
5979,35-44,IT
5980,35-44,PT
5981,45-54,IT
5982,18-24,CN
5983,25-34,NL
5984,45-54,ES
5985,65+,ZA
5986,18-24,DE
5987,25-34,RU
5988,18-24,GB
5989,18-24,IN
5990,25-34,TR
5991,18-24,ZA
5992,45-54,JP
5993,35-44,ES
5994,18-24,AR
5995,<18,ZA
5996,45-54,ES
5997,18-24,MX
5998,35-44,NG
5999,25-34,NG
6000,35-44,AU
6001,25-34,KR
6002,18-24,CN
6003,18-24,CO
6004,18-24,DE
6005,25-34,AR
6006,35-44,NG
6007,25-34,RU
6008,<18,EG
6009,25-34,PT
6010,35-44,IT
6011,65+,CA
6012,35-44,NL
6013,25-34,SE
6014,35-44,IN
6015,55-64,AU
6016,45-54,GB
6017,25-34,EG
6018,18-24,SE
6019,25-34,PT
6020,25-34,CO
6021,45-54,IT
6022,25-34,KR
6023,18-24,CN
6024,45-54,MX
6025,45-54,ES
6026,25-34,NG
6027,35-44,EG
6028,25-34,CO
6029,55-64,EG
6030,55-64,CL
6031,35-44,DE
6032,35-44,NG
6033,55-64,NG
6034,25-34,MX
6035,25-34,CN
6036,45-54,US
6037,18-24,AR
6038,25-34,CN
6039,55-64,IT
6040,45-54,AR
6041,25-34,US
6042,18-24,TR
6043,25-34,DE
6044,25-34,CN
6045,18-24,JP
6046,45-54,GB
6047,25-34,IT
6048,25-34,ES
6049,25-34,JP
6050,65+,JP
6051,25-34,ES
6052,18-24,PT
6053,18-24,PT
6054,35-44,TR
6055,35-44,US
6056,25-34,CL
6057,25-34,RU
6058,<18,NL
6059,25-34,EG
6060,25-34,CL
6061,18-24,MX
6062,18-24,DE
6063,18-24,IT
6064,18-24,AR
6065,35-44,CL
6066,18-24,TR
6067,25-34,AR
6068,18-24,KR
6069,65+,ES
6070,55-64,CO
6071,18-24,ZA
6072,25-34,KR
6073,18-24,DE
6074,25-34,FR
6075,<18,CA
6076,35-44,NL
6077,35-44,GB
6078,55-64,TR
6079,18-24,AU
6080,45-54,IN
6081,45-54,ZA
6082,18-24,AU
6083,25-34,AR
6084,18-24,RU
6085,25-34,IT
6086,25-34,CN
6087,35-44,ZA
6088,25-34,JP
6089,65+,IT
6090,18-24,AR
6091,65+,TR
6092,18-24,IT
6093,45-54,AU
6094,25-34,SE
6095,18-24,NL
6096,55-64,TR
6097,25-34,NG
6098,35-44,AU
6099,35-44,SE
6100,25-34,RU
6101,25-34,FR
6102,45-54,CN
6103,18-24,CA
6104,35-44,KR
6105,55-64,IT
6106,<18,SE
6107,18-24,SE
6108,45-54,AU
6109,25-34,FR
6110,25-34,IT
6111,18-24,FR
6112,25-34,JP
6113,18-24,ZA
6114,25-34,AU
6115,45-54,PT
6116,25-34,NL
6117,25-34,CA
6118,65+,MX
6119,35-44,TR
6120,55-64,BR
6121,25-34,GB
6122,45-54,CL
6123,<18,MX
6124,18-24,AU
6125,18-24,JP
6126,25-34,ES
6127,55-64,US
6128,25-34,CO
6129,35-44,CN
6130,45-54,NL
6131,35-44,MX
6132,25-34,PT
6133,35-44,TR
6134,25-34,GB
6135,18-24,CO
6136,65+,BR
6137,18-24,KR
6138,18-24,ES
6139,55-64,US
6140,25-34,CO
6141,35-44,AU
6142,25-34,ES
6143,25-34,CA
6144,25-34,IT
6145,25-34,SE
6146,25-34,BR
6147,45-54,MX
6148,25-34,CO
6149,65+,FR
6150,<18,CA
6151,25-34,IT
6152,35-44,SE
6153,55-64,CO
6154,<18,KR
6155,35-44,TR
6156,55-64,KR
6157,25-34,IT
6158,55-64,AU
6159,<18,EG
6160,45-54,ES
6161,55-64,IN
6162,35-44,US
6163,25-34,BR
6164,<18,CO
6165,55-64,DE
6166,25-34,CA
6167,<18,RU
6168,35-44,ES
6169,25-34,IN
6170,18-24,EG
6171,18-24,MX
6172,18-24,DE
6173,35-44,EG
6174,35-44,CA
6175,25-34,KR
6176,45-54,GB
6177,55-64,DE
6178,35-44,NL
6179,<18,GB
6180,35-44,CL
6181,25-34,ZA
6182,35-44,SE
6183,35-44,EG
6184,25-34,US
6185,55-64,RU
6186,18-24,RU
6187,35-44,ES
6188,<18,TR
6189,55-64,GB
6190,18-24,GB
6191,18-24,KR
6192,25-34,AU
6193,25-34,SE
6194,18-24,IN
6195,35-44,IT
6196,25-34,CL
6197,<18,MX
6198,25-34,AU
6199,45-54,IT
6200,35-44,NL
6201,45-54,ES
6202,35-44,NL
6203,25-34,US
6204,18-24,IN
6205,25-34,SE
6206,45-54,AR
6207,65+,DE
6208,25-34,GB
6209,<18,ES
6210,18-24,KR
6211,25-34,CL
6212,35-44,CA
6213,18-24,MX
6214,65+,NG
6215,25-34,SE
6216,55-64,EG
6217,45-54,CL
6218,45-54,RU
6219,35-44,ZA
6220,35-44,GB
6221,35-44,AR
6222,35-44,ZA
6223,35-44,PT
6224,65+,CO
6225,45-54,TR
6226,45-54,CA
6227,55-64,SE
6228,18-24,NL
6229,18-24,IN
6230,25-34,ES
6231,25-34,DE
6232,45-54,DE
6233,25-34,ZA
6234,35-44,AR
6235,35-44,SE
6236,<18,BR
6237,35-44,IN
6238,45-54,JP
6239,18-24,AU
6240,35-44,GB
6241,35-44,NG
6242,18-24,DE
6243,18-24,TR
6244,65+,US
6245,25-34,US
6246,18-24,CN
6247,18-24,DE
6248,35-44,RU
6249,35-44,TR
6250,35-44,JP
6251,18-24,SE
6252,55-64,RU
6253,25-34,EG
6254,25-34,TR
6255,25-34,AU
6256,25-34,SE
6257,55-64,IN
6258,55-64,SE
6259,25-34,TR
6260,55-64,AR
6261,45-54,NG
6262,55-64,AR
6263,25-34,KR
6264,35-44,FR
6265,25-34,KR
6266,45-54,IN
6267,<18,RU
6268,35-44,JP
6269,25-34,CL
6270,25-34,PT
6271,35-44,EG
6272,55-64,BR
6273,35-44,PT
6274,55-64,AU
6275,25-34,IT
6276,25-34,AU
6277,25-34,SE
6278,<18,DE
6279,35-44,MX
6280,35-44,CA
6281,35-44,DE
6282,45-54,GB
6283,35-44,MX
6284,18-24,GB
6285,18-24,CN
6286,35-44,ZA
6287,25-34,CO
6288,18-24,NL
6289,25-34,MX
6290,35-44,NL
6291,25-34,BR
6292,45-54,BR
6293,35-44,BR
6294,25-34,AU
6295,45-54,RU
6296,35-44,JP
6297,35-44,TR
6298,35-44,AR
6299,<18,MX
6300,35-44,IN
6301,25-34,CN
6302,65+,CO
6303,45-54,IN
6304,35-44,JP
6305,25-34,AR
6306,18-24,KR
6307,25-34,RU
6308,25-34,ES
6309,25-34,BR
6310,25-34,BR
6311,18-24,KR
6312,65+,BR
6313,18-24,PT
6314,55-64,IT
6315,55-64,US
6316,35-44,DE
6317,45-54,MX
6318,25-34,NG
6319,35-44,IT
6320,25-34,CN
6321,25-34,DE
6322,35-44,IN
6323,25-34,MX
6324,35-44,MX
6325,25-34,NG
6326,25-34,MX
6327,18-24,JP
6328,<18,CO
6329,25-34,IN
6330,18-24,BR
6331,18-24,CN
6332,45-54,KR
6333,<18,AR
6334,35-44,AU
6335,25-34,KR
6336,55-64,GB
6337,25-34,PT
6338,25-34,TR
6339,25-34,TR
6340,25-34,SE
6341,35-44,NL
6342,18-24,BR
6343,65+,TR
6344,25-34,US
6345,25-34,CO
6346,45-54,SE
6347,25-34,DE
6348,45-54,DE
6349,25-34,CA
6350,45-54,GB
6351,18-24,FR
6352,55-64,US
6353,45-54,TR
6354,18-24,ZA
6355,18-24,US
6356,25-34,AU
6357,65+,TR
6358,25-34,AR
6359,25-34,AU
6360,<18,BR
6361,25-34,KR
6362,35-44,PT
6363,65+,CO
6364,25-34,JP
6365,45-54,KR
6366,35-44,MX
6367,<18,AR
6368,25-34,BR
6369,35-44,DE
6370,65+,GB
6371,55-64,CA
6372,18-24,CN
6373,18-24,ZA
6374,18-24,IT
6375,55-64,DE
6376,55-64,ES
6377,45-54,ZA
6378,25-34,US
6379,25-34,KR
6380,25-34,MX
6381,25-34,TR
6382,25-34,DE
6383,<18,CN
6384,18-24,RU
6385,55-64,FR
6386,45-54,TR
6387,25-34,ES
6388,25-34,SE
6389,25-34,BR
6390,45-54,AR
6391,45-54,TR
6392,45-54,CA
6393,45-54,NG
6394,18-24,AR
6395,25-34,CL
6396,25-34,TR
6397,25-34,RU
6398,45-54,IN
6399,25-34,FR
6400,18-24,NG
6401,25-34,CL
6402,65+,CL
6403,18-24,AU
6404,35-44,JP
6405,25-34,JP
6406,18-24,CN
6407,25-34,CN
6408,45-54,BR
6409,25-34,RU
6410,55-64,MX
6411,25-34,CL
6412,18-24,MX
6413,55-64,DE
6414,25-34,JP
6415,35-44,TR
6416,45-54,RU
6417,25-34,SE
6418,45-54,MX
6419,18-24,CN
6420,25-34,KR
6421,18-24,AU
6422,45-54,AR
6423,18-24,CL
6424,45-54,CA
6425,65+,EG
6426,35-44,CL
6427,35-44,ES
6428,25-34,ES
6429,25-34,MX
6430,25-34,ZA
6431,35-44,MX
6432,65+,AU
6433,55-64,RU
6434,55-64,JP
6435,55-64,CL
6436,25-34,RU
6437,35-44,PT
6438,55-64,FR
6439,25-34,BR
6440,65+,KR
6441,25-34,CL
6442,35-44,ZA
6443,45-54,CA
6444,65+,JP
6445,25-34,ES
6446,45-54,PT
6447,35-44,NL
6448,25-34,CO
6449,45-54,FR
6450,35-44,IN
6451,35-44,TR
6452,25-34,IT
6453,25-34,CA
6454,35-44,KR
6455,25-34,CN
6456,18-24,CL
6457,65+,CN
6458,25-34,AU
6459,45-54,US
6460,25-34,EG
6461,25-34,CN
6462,25-34,ZA
6463,25-34,BR
6464,35-44,DE
6465,35-44,MX
6466,25-34,GB
6467,18-24,CA
6468,25-34,AU
6469,18-24,BR
6470,18-24,IT
6471,55-64,JP
6472,35-44,ZA
6473,35-44,AU
6474,25-34,NL
6475,55-64,NG
6476,35-44,CO
6477,45-54,DE
6478,25-34,SE
6479,65+,MX
6480,45-54,GB
6481,55-64,RU
6482,18-24,IN
6483,25-34,IT
6484,25-34,MX
6485,25-34,CN
6486,55-64,CO
6487,<18,CO
6488,18-24,ES
6489,25-34,CA
6490,18-24,TR
6491,18-24,GB
6492,45-54,IN
6493,35-44,AR
6494,<18,DE
6495,25-34,NG
6496,25-34,KR
6497,18-24,NL
6498,35-44,AU
6499,45-54,IT
6500,45-54,AU
6501,45-54,IT
6502,<18,RU
6503,65+,CN
6504,45-54,CA
6505,55-64,TR
6506,<18,CN
6507,55-64,IN
6508,45-54,MX
6509,45-54,US
6510,18-24,IN
6511,45-54,DE
6512,65+,DE
6513,35-44,CO
6514,35-44,CA
6515,65+,CL
6516,25-34,KR
6517,35-44,US
6518,25-34,GB
6519,55-64,ZA
6520,18-24,PT
6521,25-34,CN
6522,35-44,ES
6523,45-54,NG
6524,35-44,ES
6525,55-64,FR
6526,65+,AR
6527,18-24,CA
6528,25-34,CA
6529,<18,IN
6530,25-34,ZA
6531,35-44,IN
6532,55-64,TR
6533,55-64,KR
6534,18-24,AR
6535,18-24,GB
6536,35-44,CO
6537,35-44,IN
6538,25-34,TR
6539,55-64,KR
6540,55-64,EG
6541,25-34,AR
6542,55-64,NL
6543,25-34,BR
6544,45-54,PT
6545,25-34,AR
6546,18-24,EG
6547,55-64,KR
6548,25-34,PT
6549,45-54,KR
6550,25-34,AU
6551,<18,NG
6552,18-24,JP
6553,25-34,DE
6554,35-44,JP
6555,25-34,DE
6556,35-44,MX
6557,35-44,ES
6558,45-54,DE
6559,25-34,CA
6560,55-64,CA
6561,25-34,GB
6562,25-34,RU
6563,18-24,FR
6564,25-34,JP
6565,<18,CA
6566,35-44,BR
6567,25-34,GB
6568,25-34,EG
6569,45-54,AR
6570,25-34,KR
6571,25-34,FR
6572,18-24,AU
6573,45-54,JP
6574,18-24,CO
6575,25-34,CO
6576,25-34,RU
6577,35-44,CL
6578,35-44,KR
6579,45-54,PT
6580,<18,PT
6581,25-34,IN
6582,25-34,IN
6583,18-24,GB
6584,25-34,US
6585,25-34,IN
6586,35-44,NL
6587,35-44,KR
6588,25-34,IN
6589,45-54,SE
6590,25-34,BR
6591,25-34,SE
6592,35-44,CO
6593,<18,IT
6594,18-24,SE
6595,25-34,ZA
6596,65+,US
6597,45-54,IN
6598,18-24,AU
6599,55-64,ES
6600,45-54,IT
6601,35-44,SE
6602,45-54,ES
6603,25-34,FR
6604,18-24,BR
6605,25-34,CN
6606,35-44,NL
6607,35-44,IN
6608,35-44,NL
6609,65+,RU
6610,55-64,IT
6611,55-64,EG
6612,45-54,ZA
6613,65+,IT
6614,18-24,RU
6615,25-34,IT
6616,25-34,KR
6617,55-64,AR
6618,25-34,JP
6619,45-54,JP
6620,18-24,MX
6621,25-34,BR
6622,45-54,GB
6623,18-24,ZA
6624,25-34,NG
6625,25-34,SE
6626,25-34,JP
6627,45-54,KR
6628,25-34,US
6629,35-44,JP
6630,18-24,AR
6631,45-54,IT
6632,25-34,IT
6633,35-44,MX
6634,45-54,NG
6635,18-24,MX
6636,55-64,IN
6637,35-44,GB
6638,25-34,KR
6639,18-24,FR
6640,65+,BR
6641,45-54,RU
6642,18-24,IT
6643,25-34,AU
6644,45-54,FR
6645,35-44,JP
6646,45-54,AR
6647,25-34,AU
6648,45-54,TR
6649,25-34,IN
6650,18-24,NG
6651,35-44,NG
6652,65+,MX
6653,25-34,PT
6654,25-34,JP
6655,35-44,BR
6656,35-44,IN
6657,55-64,RU
6658,45-54,ES
6659,<18,EG
6660,65+,CL
6661,45-54,PT
6662,55-64,MX
6663,35-44,JP
6664,55-64,CL
6665,18-24,CN
6666,25-34,CN
6667,55-64,SE
6668,18-24,IN
6669,18-24,TR
6670,45-54,CL
6671,45-54,GB
6672,18-24,EG
6673,55-64,NL
6674,35-44,IT
6675,35-44,AR
6676,45-54,DE
6677,25-34,NL
6678,18-24,MX
6679,25-34,CO
6680,25-34,CN
6681,35-44,IT
6682,45-54,FR
6683,45-54,KR
6684,35-44,MX
6685,45-54,TR
6686,18-24,GB
6687,<18,KR
6688,55-64,MX
6689,18-24,AU
6690,25-34,RU
6691,35-44,RU
6692,25-34,BR
6693,55-64,KR
6694,25-34,IN
6695,<18,AU
6696,25-34,CN
6697,35-44,AR
6698,25-34,PT
6699,35-44,GB
6700,55-64,NG
6701,55-64,NL
6702,25-34,GB
6703,25-34,ES
6704,35-44,BR
6705,65+,GB
6706,65+,IN
6707,18-24,CA
6708,45-54,DE
6709,25-34,TR
6710,<18,RU
6711,<18,BR
6712,25-34,NL
6713,25-34,CA
6714,<18,CO
6715,35-44,MX
6716,25-34,BR
6717,35-44,EG
6718,25-34,BR
6719,18-24,FR
6720,25-34,IT
6721,18-24,TR
6722,35-44,DE
6723,18-24,CO
6724,25-34,BR
6725,18-24,RU
6726,35-44,AR
6727,45-54,AU
6728,18-24,SE
6729,25-34,US
6730,18-24,ZA
6731,35-44,RU
6732,25-34,KR
6733,35-44,JP
6734,25-34,CO
6735,55-64,CA
6736,35-44,EG
6737,35-44,RU
6738,25-34,JP
6739,65+,IT
6740,45-54,DE
6741,25-34,EG
6742,55-64,CN
6743,25-34,PT
6744,45-54,AR
6745,45-54,JP
6746,18-24,JP
6747,45-54,IN
6748,25-34,BR
6749,25-34,AR
6750,25-34,GB
6751,45-54,IT
6752,18-24,ES
6753,<18,CO
6754,45-54,RU
6755,18-24,FR
6756,18-24,DE
6757,18-24,JP
6758,25-34,IT
6759,25-34,GB
6760,<18,CL
6761,65+,AU
6762,45-54,RU
6763,25-34,BR
6764,25-34,AR
6765,25-34,NL
6766,35-44,TR
6767,18-24,AR
6768,18-24,ZA
6769,55-64,ZA
6770,25-34,EG
6771,25-34,GB
6772,55-64,ES
6773,35-44,BR
6774,25-34,NL
6775,35-44,CL
6776,<18,CA
6777,45-54,CL
6778,25-34,RU
6779,45-54,CO
6780,65+,ZA
6781,55-64,MX
6782,55-64,CO
6783,25-34,KR
6784,25-34,AU
6785,25-34,NG
6786,35-44,KR
6787,55-64,BR
6788,18-24,SE
6789,55-64,KR
6790,45-54,CO
6791,65+,EG
6792,55-64,CN
6793,25-34,ES
6794,18-24,IT
6795,18-24,CL
6796,25-34,BR
6797,35-44,JP
6798,45-54,IN
6799,55-64,CL
6800,35-44,IT
6801,<18,US
6802,18-24,GB
6803,18-24,NG
6804,25-34,CN
6805,25-34,IT
6806,<18,EG
6807,25-34,IN
6808,18-24,AR
6809,35-44,KR
6810,25-34,NL
6811,25-34,AU
6812,25-34,RU
6813,65+,KR
6814,18-24,NG
6815,25-34,CN
6816,45-54,JP
6817,35-44,RU
6818,55-64,MX
6819,25-34,CN
6820,25-34,ES
6821,18-24,US
6822,35-44,RU
6823,25-34,IT
6824,18-24,AR
6825,35-44,NG
6826,35-44,DE
6827,18-24,AU
6828,35-44,EG
6829,35-44,BR
6830,18-24,CA
6831,25-34,AU
6832,45-54,NG
6833,35-44,MX
6834,25-34,SE
6835,25-34,CO
6836,35-44,GB
6837,55-64,SE
6838,35-44,US
6839,18-24,IT
6840,25-34,DE
6841,55-64,IT
6842,18-24,KR
6843,65+,AU
6844,65+,JP
6845,18-24,KR
6846,55-64,ES
6847,25-34,DE
6848,55-64,DE
6849,25-34,NL
6850,25-34,RU
6851,35-44,DE
6852,45-54,TR
6853,<18,TR
6854,35-44,IN
6855,18-24,CL
6856,25-34,BR
6857,25-34,NG
6858,25-34,ES
6859,25-34,TR
6860,18-24,US
6861,18-24,PT
6862,<18,CN
6863,25-34,EG
6864,65+,DE
6865,18-24,FR
6866,65+,FR
6867,45-54,JP
6868,35-44,AU
6869,35-44,PT
6870,45-54,IT
6871,18-24,AR
6872,25-34,SE
6873,35-44,MX
6874,35-44,CL
6875,45-54,JP
6876,18-24,IN
6877,35-44,TR
6878,35-44,TR
6879,25-34,CN
6880,25-34,PT
6881,35-44,ES
6882,55-64,MX
6883,25-34,CA
6884,45-54,FR
6885,25-34,IT
6886,18-24,TR
6887,18-24,JP
6888,<18,EG
6889,25-34,TR
6890,25-34,DE
6891,45-54,ZA
6892,45-54,CL
6893,<18,US
6894,18-24,US
6895,25-34,TR
6896,35-44,CO
6897,18-24,CA
6898,18-24,NL
6899,65+,AR
6900,45-54,CN
6901,18-24,CA
6902,25-34,PT
6903,25-34,CO
6904,45-54,CA
6905,25-34,NG
6906,18-24,SE
6907,45-54,BR
6908,25-34,US
6909,25-34,CL
6910,25-34,SE
6911,25-34,AU
6912,25-34,PT
6913,25-34,IT
6914,25-34,NL
6915,<18,AR
6916,45-54,IN
6917,18-24,SE
6918,<18,AR
6919,35-44,KR
6920,45-54,AU
6921,45-54,SE
6922,25-34,AR
6923,18-24,MX
6924,45-54,SE
6925,35-44,CO
6926,25-34,TR
6927,55-64,NG
6928,18-24,CL
6929,65+,BR
6930,55-64,NG
6931,35-44,IT
6932,55-64,US
6933,45-54,SE
6934,18-24,GB
6935,25-34,NG
6936,18-24,AR
6937,25-34,FR
6938,45-54,AR
6939,25-34,GB
6940,25-34,NG
6941,35-44,FR
6942,55-64,US
6943,<18,KR
6944,25-34,CA
6945,18-24,AU
6946,35-44,AU
6947,18-24,CL
6948,35-44,KR
6949,25-34,NG
6950,18-24,SE
6951,55-64,DE
6952,<18,CO
6953,25-34,IN
6954,<18,FR
6955,25-34,CL
6956,25-34,SE
6957,25-34,GB
6958,18-24,FR
6959,25-34,KR
6960,35-44,ZA
6961,45-54,ZA
6962,35-44,IN
6963,35-44,CN
6964,18-24,CN
6965,25-34,SE
6966,18-24,RU
6967,25-34,PT
6968,18-24,CN
6969,25-34,CA
6970,35-44,ZA
6971,65+,AU
6972,18-24,BR
6973,35-44,IN
6974,45-54,SE
6975,35-44,NL
6976,25-34,CL
6977,25-34,MX
6978,<18,KR
6979,25-34,NG
6980,45-54,IT
6981,<18,GB
6982,18-24,KR
6983,45-54,ZA
6984,45-54,NG
6985,25-34,KR
6986,35-44,BR
6987,25-34,CO
6988,18-24,NG
6989,25-34,AU
6990,35-44,ZA
6991,65+,NL
6992,18-24,MX
6993,25-34,CN
6994,25-34,MX
6995,25-34,CA
6996,<18,ZA
6997,25-34,NG
6998,45-54,AU
6999,35-44,GB
7000,25-34,GB
7001,25-34,NL
7002,25-34,PT
7003,25-34,ES
7004,45-54,NG
7005,65+,US
7006,25-34,NG
7007,25-34,NL
7008,55-64,ES
7009,25-34,BR
7010,35-44,ZA
7011,18-24,IT
7012,45-54,MX
7013,35-44,MX
7014,45-54,DE
7015,45-54,NG
7016,18-24,KR
7017,45-54,FR
7018,45-54,NL
7019,25-34,IT
7020,18-24,SE
7021,<18,KR
7022,25-34,JP
7023,25-34,FR
7024,35-44,US
7025,18-24,NG
7026,55-64,TR
7027,25-34,TR
7028,18-24,CA
7029,25-34,EG
7030,25-34,FR
7031,18-24,TR
7032,25-34,ES
7033,18-24,GB
7034,45-54,ES
7035,45-54,PT
7036,25-34,ES
7037,45-54,KR
7038,45-54,KR
7039,18-24,EG
7040,65+,GB
7041,45-54,IN
7042,18-24,EG
7043,18-24,ES
7044,18-24,ES
7045,18-24,TR
7046,45-54,ZA
7047,25-34,NG
7048,45-54,JP
7049,45-54,ZA
7050,35-44,BR
7051,35-44,PT
7052,<18,IT
7053,25-34,PT
7054,35-44,CL
7055,<18,TR
7056,<18,JP
7057,55-64,AR
7058,35-44,JP
7059,25-34,CO
7060,35-44,IT
7061,45-54,IN
7062,25-34,FR
7063,<18,NG
7064,55-64,AU
7065,25-34,ZA
7066,18-24,CN
7067,25-34,SE
7068,45-54,NL
7069,18-24,AU
7070,25-34,BR
7071,25-34,ES
7072,65+,GB
7073,18-24,ZA
7074,35-44,FR
7075,55-64,IT
7076,18-24,IT
7077,65+,AU
7078,65+,US
7079,55-64,MX
7080,18-24,RU
7081,35-44,IT
7082,45-54,ES
7083,65+,ES
7084,18-24,CL
7085,45-54,KR
7086,25-34,CL
7087,18-24,BR
7088,25-34,ZA
7089,45-54,ZA
7090,25-34,ZA
7091,35-44,CN
7092,65+,SE
7093,25-34,ES
7094,35-44,BR
7095,25-34,ZA
7096,25-34,ES
7097,35-44,NG
7098,55-64,RU
7099,35-44,TR
7100,45-54,JP
7101,18-24,ES
7102,18-24,GB
7103,25-34,MX
7104,<18,PT
7105,25-34,SE
7106,25-34,TR
7107,<18,CN
7108,25-34,IN
7109,25-34,ZA
7110,35-44,ZA
7111,55-64,NL
7112,35-44,EG
7113,25-34,IN
7114,55-64,DE
7115,45-54,IT
7116,18-24,FR
7117,18-24,KR
7118,35-44,ES
7119,35-44,CO
7120,45-54,NG
7121,45-54,BR
7122,35-44,SE
7123,65+,CN
7124,35-44,CN
7125,18-24,CL
7126,45-54,CN
7127,25-34,IN
7128,45-54,CL
7129,65+,AR
7130,35-44,GB
7131,35-44,TR
7132,25-34,IT
7133,25-34,US
7134,25-34,FR
7135,35-44,EG
7136,45-54,US
7137,35-44,DE
7138,18-24,US
7139,25-34,CL
7140,45-54,CO
7141,25-34,JP
7142,35-44,IN
7143,45-54,AR
7144,35-44,IT
7145,25-34,RU
7146,55-64,ZA
7147,18-24,RU
7148,65+,GB
7149,18-24,CN
7150,<18,DE
7151,55-64,GB
7152,25-34,AR
7153,45-54,RU
7154,45-54,AR
7155,55-64,IN
7156,65+,ES
7157,25-34,JP
7158,45-54,BR
7159,18-24,PT
7160,25-34,CO
7161,55-64,FR
7162,25-34,GB
7163,35-44,AU
7164,25-34,IT
7165,35-44,MX
7166,65+,JP
7167,<18,BR
7168,35-44,FR
7169,55-64,MX
7170,25-34,PT
7171,18-24,CL
7172,35-44,MX
7173,25-34,IN
7174,18-24,JP
7175,55-64,US
7176,35-44,ZA
7177,55-64,KR
